polled_at,pair,bid,ask,spread_pips,api_timestamp,market_status
2026-09-02T14:23:26.329788+00:00,GBP_JPY,214.328,214.337,0.9,2026-09-02T14:23:26.168032Z,OPEN
2026-09-02T14:23:26.329788+00:00,AUD_JPY,113.756,113.763,0.7,2026-09-02T14:23:26.168341Z,OPEN
2026-09-02T18:36:57.961412+00:00,USD_JPY,158.921,158.926,0.5,2026-09-02T18:36:57.78559Z,OPEN
2026-09-02T18:36:57.961412+00:00,EUR_JPY,184.141,184.146,0.5,2026-09-02T18:36:57.789075Z,OPEN
2026-09-02T18:36:57.961412+00:00,GBP_JPY,214.333,214.342,0.9,2026-09-02T18:36:57.787706Z,OPEN
2026-09-02T18:36:57.961412+00:00,AUD_JPY,113.921,113.928,0.7,2026-09-02T18:36:57.784197Z,OPEN
2026-09-02T21:46:06.063873+00:00,USD_JPY,158.671,158.771,10.0,2026-09-02T21:46:05.968652Z,OPEN
2026-09-02T21:46:06.063873+00:00,EUR_JPY,183.877,183.992,11.5,2026-09-02T21:46:05.968993Z,OPEN
2026-09-02T21:46:06.063873+00:00,GBP_JPY,213.965,214.102,13.7,2026-09-02T21:46:05.977262Z,OPEN
2026-09-02T21:46:06.063873+00:00,AUD_JPY,113.719,113.794,7.5,2026-09-02T21:46:05.973474Z,OPEN
2026-09-03T00:07:11.835534+00:00,USD_JPY,158.88,158.885,0.5,2026-09-03T00:07:11.652616Z,OPEN
2026-09-03T00:07:11.835534+00:00,EUR_JPY,184.074,184.079,0.5,2026-09-03T00:07:11.653452Z,OPEN
2026-09-03T00:07:11.835534+00:00,GBP_JPY,214.196,214.205,0.9,2026-09-03T00:07:11.649052Z,OPEN
2026-09-03T00:07:11.835534+00:00,AUD_JPY,113.814,113.821,0.7,2026-09-03T00:07:11.64919Z,OPEN
2026-09-03T05:42:22.633653+00:00,USD_JPY,157.579,157.584,0.5,2026-09-03T05:42:22.483977Z,OPEN
2026-09-03T05:42:22.633653+00:00,EUR_JPY,182.776,182.781,0.5,2026-09-03T05:42:22.487452Z,OPEN
2026-09-03T05:42:22.633653+00:00,GBP_JPY,212.646,212.655,0.9,2026-09-03T05:42:22.484478Z,OPEN
2026-09-03T05:42:22.633653+00:00,AUD_JPY,112.831,112.838,0.7,2026-09-03T05:42:22.488098Z,OPEN
2026-09-03T11:07:16.321899+00:00,USD_JPY,156.318,156.323,0.5,2026-09-03T11:07:16.172862Z,OPEN
2026-09-03T11:07:16.321899+00:00,EUR_JPY,181.374,181.379,0.5,2026-09-03T11:07:16.172324Z,OPEN
2026-09-03T11:07:16.321899+00:00,GBP_JPY,210.912,210.921,0.9,2026-09-03T11:07:16.175028Z,OPEN
2026-09-03T11:07:16.321899+00:00,AUD_JPY,112.373,112.38,0.7,2026-09-03T11:07:16.176637Z,OPEN
2026-09-03T16:20:44.657300+00:00,USD_JPY,155.355,155.36,0.5,2026-09-03T16:20:44.524068Z,OPEN
2026-09-03T16:20:44.657300+00:00,EUR_JPY,180.697,180.702,0.5,2026-09-03T16:20:44.519066Z,OPEN
2026-09-03T16:20:44.657300+00:00,GBP_JPY,210.38,210.389,0.9,2026-09-03T16:20:44.524874Z,OPEN
2026-09-03T16:20:44.657300+00:00,AUD_JPY,111.908,111.915,0.7,2026-09-03T16:20:44.520755Z,OPEN
2026-09-03T19:45:39.835197+00:00,USD_JPY,155.763,155.768,0.5,2026-09-03T19:45:39.745364Z,OPEN
2026-09-03T19:45:39.835197+00:00,EUR_JPY,181.116,181.121,0.5,2026-09-03T19:45:39.749256Z,OPEN
2026-09-03T19:45:39.835197+00:00,GBP_JPY,210.683,210.692,0.9,2026-09-03T19:45:39.749678Z,OPEN
2026-09-03T19:45:39.835197+00:00,AUD_JPY,112.188,112.195,0.7,2026-09-03T19:45:39.750329Z,OPEN
2026-09-03T22:30:14.993181+00:00,USD_JPY,155.857,155.887,3.0,2026-09-03T22:30:14.832967Z,OPEN
2026-09-03T22:30:14.993181+00:00,EUR_JPY,181.194,181.242,4.8,2026-09-03T22:30:14.833523Z,OPEN
2026-09-03T22:30:14.993181+00:00,GBP_JPY,210.769,210.829,6.0,2026-09-03T22:30:14.833145Z,OPEN
2026-09-03T22:30:14.993181+00:00,AUD_JPY,112.207,112.25,4.3,2026-09-03T22:30:14.835273Z,OPEN
2026-09-04T00:56:11.763007+00:00,USD_JPY,155.68,155.688,0.8,2026-09-04T00:56:11.677296Z,OPEN
2026-09-04T00:56:11.763007+00:00,EUR_JPY,181.055,181.07,1.5,2026-09-04T00:56:11.688329Z,OPEN
2026-09-04T00:56:11.763007+00:00,GBP_JPY,210.669,210.686,1.7,2026-09-04T00:56:11.683477Z,OPEN
2026-09-04T00:56:11.763007+00:00,AUD_JPY,112.181,112.19,0.9,2026-09-04T00:56:11.684878Z,OPEN
2026-09-04T05:47:36.065851+00:00,USD_JPY,156.352,156.357,0.5,2026-09-04T05:47:35.976218Z,OPEN
2026-09-04T05:47:36.065851+00:00,EUR_JPY,181.779,181.784,0.5,2026-09-04T05:47:35.977276Z,OPEN
2026-09-04T05:47:36.065851+00:00,GBP_JPY,211.577,211.586,0.9,2026-09-04T05:47:35.977025Z,OPEN
2026-09-04T05:47:36.065851+00:00,AUD_JPY,112.712,112.719,0.7,2026-09-04T05:47:35.980589Z,OPEN
2026-09-04T11:10:01.331091+00:00,USD_JPY,156.34,156.345,0.5,2026-09-04T11:10:01.215986Z,OPEN
2026-09-04T11:10:01.331091+00:00,EUR_JPY,181.675,181.68,0.5,2026-09-04T11:10:01.219575Z,OPEN
2026-09-04T11:10:01.331091+00:00,GBP_JPY,211.571,211.58,0.9,2026-09-04T11:10:01.21951Z,OPEN
2026-09-04T11:10:01.331091+00:00,AUD_JPY,112.558,112.565,0.7,2026-09-04T11:10:01.218244Z,OPEN
2026-09-04T16:16:32.748309+00:00,USD_JPY,156.068,156.073,0.5,2026-09-04T16:16:32.601742Z,OPEN
2026-09-04T16:16:32.748309+00:00,EUR_JPY,181.391,181.396,0.5,2026-09-04T16:16:32.601215Z,OPEN
2026-09-04T16:16:32.748309+00:00,GBP_JPY,211.061,211.07,0.9,2026-09-04T16:16:32.605417Z,OPEN
2026-09-04T16:16:32.748309+00:00,AUD_JPY,112.536,112.543,0.7,2026-09-04T16:16:32.606886Z,OPEN
2026-09-04T19:28:06.420845+00:00,USD_JPY,156.22,156.225,0.5,2026-09-04T19:28:06.260394Z,OPEN
2026-09-04T19:28:06.420845+00:00,EUR_JPY,181.44,181.445,0.5,2026-09-04T19:28:06.264193Z,OPEN
2026-09-04T19:28:06.420845+00:00,GBP_JPY,211.184,211.193,0.9,2026-09-04T19:28:06.266128Z,OPEN
2026-09-04T19:28:06.420845+00:00,AUD_JPY,112.578,112.585,0.7,2026-09-04T19:28:06.264854Z,OPEN
2026-09-04T22:19:29.688021+00:00,USD_JPY,156.202,156.301,9.9,2026-09-04T22:19:29.596206Z,CLOSE
2026-09-04T22:19:29.688021+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-04T22:19:29.594995Z,CLOSE
2026-09-04T22:19:29.688021+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-04T22:19:29.598883Z,CLOSE
2026-09-04T22:19:29.688021+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-04T22:19:29.595313Z,CLOSE
2026-09-05T05:38:11.959267+00:00,USD_JPY,156.202,156.301,9.9,2026-09-05T05:38:11.854869Z,CLOSE
2026-09-05T05:38:11.959267+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-05T05:38:11.853523Z,CLOSE
2026-09-05T05:38:11.959267+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-05T05:38:11.857808Z,CLOSE
2026-09-05T05:38:11.959267+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-05T05:38:11.853905Z,CLOSE
2026-09-05T10:29:22.138724+00:00,USD_JPY,156.202,156.301,9.9,2026-09-05T10:29:22.064688Z,CLOSE
2026-09-05T10:29:22.138724+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-05T10:29:22.062099Z,CLOSE
2026-09-05T10:29:22.138724+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-05T10:29:22.065981Z,CLOSE
2026-09-05T10:29:22.138724+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-05T10:29:22.06242Z,CLOSE
2026-09-05T13:50:37.687176+00:00,USD_JPY,156.202,156.301,9.9,2026-09-05T13:50:37.551179Z,CLOSE
2026-09-05T13:50:37.687176+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-05T13:50:37.555179Z,CLOSE
2026-09-05T13:50:37.687176+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-05T13:50:37.552379Z,CLOSE
2026-09-05T13:50:37.687176+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-05T13:50:37.555497Z,CLOSE
2026-09-05T16:46:28.902220+00:00,USD_JPY,156.202,156.301,9.9,2026-09-05T16:46:28.779122Z,CLOSE
2026-09-05T16:46:28.902220+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-05T16:46:28.783601Z,CLOSE
2026-09-05T16:46:28.902220+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-05T16:46:28.780972Z,CLOSE
2026-09-05T16:46:28.902220+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-05T16:46:28.783834Z,CLOSE
2026-09-05T18:59:15.196230+00:00,USD_JPY,156.202,156.301,9.9,2026-09-05T18:59:15.071664Z,CLOSE
2026-09-05T18:59:15.196230+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-05T18:59:15.069607Z,CLOSE
2026-09-05T18:59:15.196230+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-05T18:59:15.067356Z,CLOSE
2026-09-05T18:59:15.196230+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-05T18:59:15.069945Z,CLOSE
2026-09-05T21:09:14.654681+00:00,USD_JPY,156.202,156.301,9.9,2026-09-05T21:09:14.574893Z,CLOSE
2026-09-05T21:09:14.654681+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-05T21:09:14.572327Z,CLOSE
2026-09-05T21:09:14.654681+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-05T21:09:14.569414Z,CLOSE
2026-09-05T21:09:14.654681+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-05T21:09:14.572644Z,CLOSE
2026-09-05T23:49:08.146995+00:00,USD_JPY,156.202,156.301,9.9,2026-09-05T23:49:08.036955Z,CLOSE
2026-09-05T23:49:08.146995+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-05T23:49:08.034408Z,CLOSE
2026-09-05T23:49:08.146995+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-05T23:49:08.031474Z,CLOSE
2026-09-05T23:49:08.146995+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-05T23:49:08.034689Z,CLOSE
2026-09-06T04:28:19.779262+00:00,USD_JPY,156.202,156.301,9.9,2026-09-06T04:28:19.623208Z,CLOSE
2026-09-06T04:28:19.779262+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-06T04:28:19.621461Z,CLOSE
2026-09-06T04:28:19.779262+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-06T04:28:19.625366Z,CLOSE
2026-09-06T04:28:19.779262+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-06T04:28:19.621686Z,CLOSE
2026-09-06T09:20:52.689253+00:00,USD_JPY,156.202,156.301,9.9,2026-09-06T09:20:52.536599Z,CLOSE
2026-09-06T09:20:52.689253+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-06T09:20:52.531918Z,CLOSE
2026-09-06T09:20:52.689253+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-06T09:20:52.539728Z,CLOSE
2026-09-06T09:20:52.689253+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-06T09:20:52.532302Z,CLOSE
2026-09-06T13:37:22.721705+00:00,USD_JPY,156.202,156.301,9.9,2026-09-06T13:37:22.593243Z,CLOSE
2026-09-06T13:37:22.721705+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-06T13:37:22.590874Z,CLOSE
2026-09-06T13:37:22.721705+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-06T13:37:22.587889Z,CLOSE
2026-09-06T13:37:22.721705+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-06T13:37:22.591188Z,CLOSE
2026-09-06T16:56:58.367052+00:00,USD_JPY,156.202,156.301,9.9,2026-09-06T16:56:58.271451Z,CLOSE
2026-09-06T16:56:58.367052+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-06T16:56:58.269378Z,CLOSE
2026-09-06T16:56:58.367052+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-06T16:56:58.272039Z,CLOSE
2026-09-06T16:56:58.367052+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-06T16:56:58.268402Z,CLOSE
2026-09-06T19:05:33.637513+00:00,USD_JPY,156.202,156.301,9.9,2026-09-06T19:05:33.514984Z,CLOSE
2026-09-06T19:05:33.637513+00:00,EUR_JPY,181.409,181.523,11.4,2026-09-06T19:05:33.512416Z,CLOSE
2026-09-06T19:05:33.637513+00:00,GBP_JPY,211.127,211.276,14.9,2026-09-06T19:05:33.516279Z,CLOSE
2026-09-06T19:05:33.637513+00:00,AUD_JPY,112.529,112.604,7.5,2026-09-06T19:05:33.512739Z,CLOSE
2026-09-06T22:05:41.370188+00:00,USD_JPY,156.193,156.292,9.9,2026-09-06T22:05:41.24596Z,OPEN
2026-09-06T22:05:41.370188+00:00,EUR_JPY,181.362,181.476,11.4,2026-09-06T22:05:41.245629Z,OPEN
2026-09-06T22:05:41.370188+00:00,GBP_JPY,211.105,211.241,13.6,2026-09-06T22:05:41.245655Z,OPEN
2026-09-06T22:05:41.370188+00:00,AUD_JPY,112.538,112.613,7.5,2026-09-06T22:05:41.246415Z,OPEN
2026-09-07T00:55:29.903921+00:00,USD_JPY,155.916,155.921,0.5,2026-09-07T00:55:29.726988Z,OPEN
2026-09-07T00:55:29.903921+00:00,EUR_JPY,181.15,181.155,0.5,2026-09-07T00:55:29.72896Z,OPEN
2026-09-07T00:55:29.903921+00:00,GBP_JPY,210.799,210.808,0.9,2026-09-07T00:55:29.728878Z,OPEN
2026-09-07T00:55:29.903921+00:00,AUD_JPY,112.374,112.381,0.7,2026-09-07T00:55:29.728312Z,OPEN
2026-09-07T05:59:46.235655+00:00,USD_JPY,155.813,155.818,0.5,2026-09-07T05:59:46.090575Z,OPEN
2026-09-07T05:59:46.235655+00:00,EUR_JPY,180.962,180.967,0.5,2026-09-07T05:59:46.09725Z,OPEN
2026-09-07T05:59:46.235655+00:00,GBP_JPY,210.64,210.649,0.9,2026-09-07T05:59:46.090986Z,OPEN
2026-09-07T05:59:46.235655+00:00,AUD_JPY,112.331,112.338,0.7,2026-09-07T05:59:46.097457Z,OPEN
2026-09-07T12:20:24.170323+00:00,USD_JPY,154.671,154.676,0.5,2026-09-07T12:20:24.022959Z,OPEN
2026-09-07T12:20:24.170323+00:00,EUR_JPY,179.769,179.776,0.7,2026-09-07T12:20:24.021362Z,OPEN
2026-09-07T12:20:24.170323+00:00,GBP_JPY,209.294,209.303,0.9,2026-09-07T12:20:24.02388Z,OPEN
2026-09-07T12:20:24.170323+00:00,AUD_JPY,111.581,111.588,0.7,2026-09-07T12:20:24.022582Z,OPEN
2026-09-07T18:13:36.144813+00:00,USD_JPY,154.355,154.36,0.5,2026-09-07T18:13:36.026391Z,OPEN
2026-09-07T18:13:36.144813+00:00,EUR_JPY,179.435,179.44,0.5,2026-09-07T18:13:36.025948Z,OPEN
2026-09-07T18:13:36.144813+00:00,GBP_JPY,209.023,209.032,0.9,2026-09-07T18:13:36.025628Z,OPEN
2026-09-07T18:13:36.144813+00:00,AUD_JPY,111.418,111.425,0.7,2026-09-07T18:13:36.031595Z,OPEN
2026-09-07T21:58:30.799219+00:00,USD_JPY,154.332,154.43,9.8,2026-09-07T21:58:30.715753Z,OPEN
2026-09-07T21:58:30.799219+00:00,EUR_JPY,179.378,179.491,11.3,2026-09-07T21:58:30.712155Z,OPEN
2026-09-07T21:58:30.799219+00:00,GBP_JPY,209.012,209.146,13.4,2026-09-07T21:58:30.717143Z,OPEN
2026-09-07T21:58:30.799219+00:00,AUD_JPY,111.378,111.452,7.4,2026-09-07T21:58:30.714432Z,OPEN
2026-09-08T00:15:08.643013+00:00,USD_JPY,153.731,153.736,0.5,2026-09-08T00:15:08.554229Z,OPEN
2026-09-08T00:15:08.643013+00:00,EUR_JPY,178.716,178.723,0.7,2026-09-08T00:15:08.554113Z,OPEN
2026-09-08T00:15:08.643013+00:00,GBP_JPY,208.171,208.18,0.9,2026-09-08T00:15:08.554367Z,OPEN
2026-09-08T00:15:08.643013+00:00,AUD_JPY,110.956,110.963,0.7,2026-09-08T00:15:08.558046Z,OPEN
2026-09-08T05:53:21.971977+00:00,USD_JPY,153.472,153.477,0.5,2026-09-08T05:53:21.83847Z,OPEN
2026-09-08T05:53:21.971977+00:00,EUR_JPY,178.462,178.469,0.7,2026-09-08T05:53:21.83912Z,OPEN
2026-09-08T05:53:21.971977+00:00,GBP_JPY,207.795,207.804,0.9,2026-09-08T05:53:21.836078Z,OPEN
2026-09-08T05:53:21.971977+00:00,AUD_JPY,110.756,110.763,0.7,2026-09-08T05:53:21.83724Z,OPEN
2026-09-08T11:09:55.132323+00:00,USD_JPY,154.359,154.364,0.5,2026-09-08T11:09:54.981393Z,OPEN
2026-09-08T11:09:55.132323+00:00,EUR_JPY,179.235,179.24,0.5,2026-09-08T11:09:54.981213Z,OPEN
2026-09-08T11:09:55.132323+00:00,GBP_JPY,208.793,208.802,0.9,2026-09-08T11:09:54.987724Z,OPEN
2026-09-08T11:09:55.132323+00:00,AUD_JPY,111.35,111.357,0.7,2026-09-08T11:09:54.983474Z,OPEN
2026-09-08T16:33:36.837985+00:00,USD_JPY,154.263,154.268,0.5,2026-09-08T16:33:36.68518Z,OPEN
2026-09-08T16:33:36.837985+00:00,EUR_JPY,179.316,179.321,0.5,2026-09-08T16:33:36.687013Z,OPEN
2026-09-08T16:33:36.837985+00:00,GBP_JPY,208.804,208.813,0.9,2026-09-08T16:33:36.68978Z,OPEN
2026-09-08T16:33:36.837985+00:00,AUD_JPY,111.33,111.337,0.7,2026-09-08T16:33:36.690837Z,OPEN
2026-09-08T19:52:17.831229+00:00,USD_JPY,153.983,153.988,0.5,2026-09-08T19:52:17.750217Z,OPEN
2026-09-08T19:52:17.831229+00:00,EUR_JPY,178.998,179.003,0.5,2026-09-08T19:52:17.751328Z,OPEN
2026-09-08T19:52:17.831229+00:00,GBP_JPY,208.483,208.492,0.9,2026-09-08T19:52:17.753501Z,OPEN
2026-09-08T19:52:17.831229+00:00,AUD_JPY,111.126,111.133,0.7,2026-09-08T19:52:17.752079Z,OPEN
2026-09-08T22:34:12.813266+00:00,USD_JPY,153.66,153.69,3.0,2026-09-08T22:34:12.675121Z,OPEN
2026-09-08T22:34:12.813266+00:00,EUR_JPY,178.652,178.7,4.8,2026-09-08T22:34:12.680334Z,OPEN
2026-09-08T22:34:12.813266+00:00,GBP_JPY,208.063,208.122,5.9,2026-09-08T22:34:12.680579Z,OPEN
2026-09-08T22:34:12.813266+00:00,AUD_JPY,110.911,110.953,4.2,2026-09-08T22:34:12.677044Z,OPEN
2026-09-09T01:12:28.624520+00:00,USD_JPY,153.677,153.682,0.5,2026-09-09T01:12:28.468298Z,OPEN
2026-09-09T01:12:28.624520+00:00,EUR_JPY,178.747,178.752,0.5,2026-09-09T01:12:28.472753Z,OPEN
2026-09-09T01:12:28.624520+00:00,GBP_JPY,208.167,208.176,0.9,2026-09-09T01:12:28.470487Z,OPEN
2026-09-09T01:12:28.624520+00:00,AUD_JPY,111.025,111.032,0.7,2026-09-09T01:12:28.471905Z,OPEN
2026-09-09T07:20:08.533901+00:00,USD_JPY,153.278,153.283,0.5,2026-09-09T07:20:08.392263Z,OPEN
2026-09-09T07:20:08.533901+00:00,EUR_JPY,178.442,178.45,0.8,2026-09-09T07:20:08.390211Z,OPEN
2026-09-09T07:20:08.533901+00:00,GBP_JPY,207.909,207.919,1.0,2026-09-09T07:20:08.391321Z,OPEN
2026-09-09T07:20:08.533901+00:00,AUD_JPY,110.913,110.92,0.7,2026-09-09T07:20:08.390773Z,OPEN
2026-09-09T12:55:51.628774+00:00,USD_JPY,153.379,153.384,0.5,2026-09-09T12:55:51.540091Z,OPEN
2026-09-09T12:55:51.628774+00:00,EUR_JPY,178.599,178.604,0.5,2026-09-09T12:55:51.538745Z,OPEN
2026-09-09T12:55:51.628774+00:00,GBP_JPY,207.8,207.809,0.9,2026-09-09T12:55:51.539257Z,OPEN
2026-09-09T12:55:51.628774+00:00,AUD_JPY,110.771,110.778,0.7,2026-09-09T12:55:51.538904Z,OPEN
2026-09-09T17:08:06.851821+00:00,USD_JPY,153.502,153.507,0.5,2026-09-09T17:08:06.737108Z,OPEN
2026-09-09T17:08:06.851821+00:00,EUR_JPY,178.691,178.696,0.5,2026-09-09T17:08:06.736996Z,OPEN
2026-09-09T17:08:06.851821+00:00,GBP_JPY,208.117,208.126,0.9,2026-09-09T17:08:06.742444Z,OPEN
2026-09-09T17:08:06.851821+00:00,AUD_JPY,110.873,110.88,0.7,2026-09-09T17:08:06.737344Z,OPEN
2026-09-09T20:53:03.704717+00:00,USD_JPY,153.506,153.603,9.7,2026-09-09T20:53:03.535002Z,OPEN
2026-09-09T20:53:03.704717+00:00,EUR_JPY,178.574,178.686,11.2,2026-09-09T20:53:03.538435Z,OPEN
2026-09-09T20:53:03.704717+00:00,GBP_JPY,207.949,208.083,13.4,2026-09-09T20:53:03.540239Z,OPEN
2026-09-09T20:53:03.704717+00:00,AUD_JPY,110.797,110.87,7.3,2026-09-09T20:53:03.536025Z,OPEN
2026-09-09T23:09:59.672037+00:00,USD_JPY,153.351,153.365,1.4,2026-09-09T23:09:59.549151Z,OPEN
2026-09-09T23:09:59.672037+00:00,EUR_JPY,178.448,178.474,2.6,2026-09-09T23:09:59.548558Z,OPEN
2026-09-09T23:09:59.672037+00:00,GBP_JPY,207.795,207.841,4.6,2026-09-09T23:09:59.552354Z,OPEN
2026-09-09T23:09:59.672037+00:00,AUD_JPY,110.678,110.709,3.1,2026-09-09T23:09:59.551553Z,OPEN
2026-09-10T04:31:39.499757+00:00,USD_JPY,153.403,153.408,0.5,2026-09-10T04:31:39.36657Z,OPEN
2026-09-10T04:31:39.499757+00:00,EUR_JPY,178.541,178.546,0.5,2026-09-10T04:31:39.365749Z,OPEN
2026-09-10T04:31:39.499757+00:00,GBP_JPY,207.956,207.965,0.9,2026-09-10T04:31:39.365058Z,OPEN
2026-09-10T04:31:39.499757+00:00,AUD_JPY,110.786,110.793,0.7,2026-09-10T04:31:39.36746Z,OPEN
2026-09-10T09:36:52.605575+00:00,USD_JPY,153.737,153.742,0.5,2026-09-10T09:36:52.427736Z,OPEN
2026-09-10T09:36:52.605575+00:00,EUR_JPY,178.86,178.868,0.8,2026-09-10T09:36:52.421642Z,OPEN
2026-09-10T09:36:52.605575+00:00,GBP_JPY,208.264,208.273,0.9,2026-09-10T09:36:52.426139Z,OPEN
2026-09-10T09:36:52.605575+00:00,AUD_JPY,110.837,110.844,0.7,2026-09-10T09:36:52.42552Z,OPEN
2026-09-10T14:20:53.456881+00:00,USD_JPY,153.935,153.94,0.5,2026-09-10T14:20:53.36935Z,OPEN
